score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v2_bucket,v2_reason
80,kami-skincare.com,KAMI Skincare Gift Voucher,https://www.kami-skincare.com/en/products/kami-skincare-wertgutschein?srsltid=AfmBOoo4mkKBQlz8I2RzeSHaQNBrqSxZWsdLikPwI_lAMnE5jtQglksT,KAMI Skincare Gift Voucher,The KAMI skincare gift voucher: Enable your loved ones to create their ideal skincare routine themselves. Available in two options: You can print the ...,"""skincare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kavalacollective.com,Kavala Collective Gift Card,https://kavalacollective.com/products/gift-card?srsltid=AfmBOopiLqPZBN96atWIM08GUWDQUAPddWw_YVId-pJqYnQbGfNATdGA,Kavala Collective Gift Card,Give the gift of choice with a Kavala Collective Gift Card. Gift cards are delivered by email and contain instructions to redeem them at checkout.,"""Kavala"" ""gift card""",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kidsradio.com,Gift cards Kids Radio+ - Kidsradio.com,https://www.kidsradio.com/oroi-diagonismon/gift-cards-kids-radio-plus/,Gift cards Kids Radio+ - Kidsradio.com,"... Kids Radio 88.6 και θα αναδειχθούν πέντε (5) νικητές, κατόπιν κλήρωσης, οι οποίοι θα κερδίσουν ο καθένας από μια δωροκάρτα (gift card) για 2 μήνες δωρεάν ...","""kids"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kitemana.com,Kitemana Gift Card 10,https://www.kitemana.com/kitemana/gift-card-10-94294,Kitemana Gift Card 10,Car Accessories · Lycra's Men · Lycra's Women · Sunscreen; 8Protection; 4Spare ... The gift voucher comes by post with a unique code. The code can be redeemed ...,"""car accessories"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,kos-paris.com,KOS PARIS Gift Card,https://kos-paris.com/a/l/en/products/carte-cadeau-kos-paris,KOS PARIS Gift Card,"Let your friends and family discover KOS PARIS thanks to our Digital Gift Card! Select the amount you wish to offer, and print it out in seconds.","""Kos"" ""gift card""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kosallure.com,"KOS ALLURE Gift Card - Korean Skincare & Beauty, Las ...",https://kosallure.com/products/kos-allure-gift-card-korean-skincare-beauty-las-vegas?srsltid=AfmBOoqe3VRPDSYZdx7SYO1NeLc9xRVjf6c0pXz07P15TDSNOCYQKbMo,"KOS ALLURE Gift Card - Korean Skincare & Beauty, Las ...","KOS ALLURE Gift Card ... Love K-Beauty, but don't know what they're using? Gift Card is the perfect solution! Shop through various Korean Skincare brands and ...","""Kos"" ""beauty"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kosmig.de,Gift voucher - Kosmig,https://www.kosmig.de/en/gift-voucher/,Gift voucher - Kosmig,You want to do something special to your loved ones? Treat them to a Kosmig-gift voucher. Learn more. Making an appointment. We take time for you ...,"""Kos"" ""gift voucher""",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kospilarhotel.com,KOS Pilar Hotel,https://www.kospilarhotel.com/en/category/Gift-Card,Gift Card - KOS Pilar Hotel,Gift Card. Tienda / Gift Card · Gift Card · Gift Card. $200.000 ... SPA & FITNESS CENTER · TRUFA RESTAURANT. Newsletter ... All rights reserved | KOS Pilar Hotel.,"""Kos"" ""spa"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,kronenhotels.no,Kronen Hotels Gift Cards,https://kronenhotels.no/en/gift-cards/,Kronen Hotels Gift Cards,"Svithun Hotell, Hotel Sverre, MatVærket and Bakernes Paradis, unless the gift card is purchased for a specific location or package.","""Kos"" ""hotel"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,lahjakortti.scandichotels.fi,Scandic Hotels gift cards,https://lahjakortti.scandichotels.fi/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Finland and valid for 12 months from the day you purchased it. The gift card cannot be exchanged for money. The gift card is ...,"""Finland"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,larissaann.com,Larissa Ann Fine Art Gift Card,https://larissaann.com/products/larissa-ann-fine-art-gift-card,Larissa Ann Fine Art Gift Card,"Give the gift of choice with a Larissa Ann Fine Art Gift Card. Perfect for prints, ornaments, or custom commissions—art as unique as your loved one.","""Larissa"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,larrykinghair.com,Larry King Haircare Gift Card,https://larrykinghair.com/products/larry-king-haircare-gift-card?srsltid=AfmBOoqNaR2ThCSN7Hdnke41dViqtqHvI4kmoQ_2QS3YPrK7WYFaKwq9,Larry King Haircare Gift Card,"Give the gift of great hair with a Larry King Haircare digital gift card. Perfect for styling, scalp care & haircare essentials. Online use only.","""haircare"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,lefconceptstore.com,Lef Conceptstore gift voucher,https://lefconceptstore.com/en/products/lef-conceptstore-cadeaubon?srsltid=AfmBOopLYTGbaNPLE0GTKqL7WC4XN77ygFkBz4IC1nqMxf9WLyzV8wF5,Lef Conceptstore gift voucher,Lef Conceptstore gift voucher. Lef Conceptstore gift voucher. Values. €25.00Variant sold out or unavailable €50.00Variant sold out or unavailable €100.00 ...,"""concept store"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,lego.com,Discover LEGO® Gift Cards | Official LEGO® Shop GR,https://www.lego.com/en-gr/gift-cards,Discover LEGO® Gift Cards | Official LEGO® Shop GR,Plush toys · Puzzles & board games · Stationery · Water Bottles ... Is there a minimum or maximum value that can be loaded onto a LEGO Gift Card or e-Gift Card?,"""toys"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,leonardo-hotels.com,Leonardo Hotels Gift Voucher,https://www.leonardo-hotels.com/gift-voucher,Leonardo Hotels Gift Voucher,"A Leonardo Hotels gift card is perfect for any occasion — a relaxing weekend ... Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic ...","""Cyprus"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,liastravel.com,Δωροκάρτα Ταξιδιού Lia's Travel: Χάρισε Ένα Ταξίδι!,https://liastravel.com/dorokarta-lias-travel-charise-to-pio-omorfo-do/,Δωροκάρτα Ταξιδιού Lia's Travel: Χάρισε Ένα Ταξίδι!,"Αν θέλεις να κάνεις ένα δώρο που πραγματικά θα ξεχωρίσει, η λύση είναι η Δωροκάρτα του Lia's Travel. Αντί για ένα ακόμη τυποποιημένο αντικείμενο ...","""travel"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,loevdeco.com,LOEV DECO Gift Card,https://loevdeco.com/en/products/carte-cadeau-loev-deco?srsltid=AfmBOorezw-uIhjwbZMM1ilG1TvSG49DNmk4vwER5qU6XDIrDbs57hOG,LOEV DECO Gift Card,"Give a LOEV DECO gift card for a unique, personalized gift. This gift card is valid on our premium wall art and home decor collection.","""decor"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,logishotels.com,Gift card | Logis Hôtels,https://www.logishotels.com/en/gift/e-gift-cards,Gift card | Logis Hôtels,"The gift card can be offered by email or printed within a minute of purchase. With our electronic gift card, you can fulfil all your wishes at over 2,000 hotels ...","""Belgium"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,lopapeysa.dk,Gift voucher www.lopapeysa.dk,https://lopapeysa.dk/en/products/gavekort-lopapeysa-dk,Gift voucher www.lopapeysa.dk,"Technology. Knitting Patterns · Crochet Patterns · KNITTING KITS. KNITTING KITS ... Gift voucher www.lopapeysa.dk. Add to wishlist. Regular price 100,00 kr.","""technology"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,lunaenails.com,Lunae Nails Gift Voucher,https://lunaenails.com/en/products/buono-regalo-lunae-nails?srsltid=AfmBOoohDkKXpiAm8GHL4XYwslCnfO8TvH_PxObMu6cIRdcIGP7kCc-z,Lunae Nails Gift Voucher,Lunae Nails Gift Voucher · A digital voucher of the selected value · Unique code that can be used throughout the site · Immediate receipt by email after payment.,"""nails"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,luxfairhotels.com,GIft Cards – Luxfair Hotels,https://luxfairhotels.com/gift-cards/,GIft Cards – Luxfair Hotels,"Share the Experience of St Julian's Malta ... employee, a Spinola Hotel gift card is a thoughtful and flexible option. For the Public. • Redeemable for stays, ...","""Malta"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,macsadventure.com,Macs Adventure Travel Gift Vouchers,https://www.macsadventure.com/about-us/booking/gift-vouchers/,Macs Adventure Travel Gift Vouchers,Give the gift of adventure with a Macs Adventure walking or cycling holiday gift vouchers ... gift voucher. They'll email you a PDF that you can forward or print ...,"""adventure"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,makaroon.bg,"Gift voucher for 50,75 or 100 BGN - Makaroon.bg",https://makaroon.bg/gift-voucher,"Gift voucher for 50,75 or 100 BGN - Makaroon.bg",The gift voucher is valid 12 months in total - man has 12 months to choose an experience and another 12 months to go get it. And you will get the applause for ...,"""Bulgaria"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,mallofcyprus.com,Introducing: Mall of Cyprus' Digital Gift Card!?,https://mallofcyprus.com/introducing-mall-of-cyprus-digital-gift-card%F0%9F%93%B2/,Introducing: Mall of Cyprus' Digital Gift Card!?,"The Mall Gift Card goes digital, offering you and your recipients even more flexibility! ?? If you too love the Mall Gift Card by Mall of Cyprus ...","""Cyprus"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,manlysurfschool.com,Purchase Gift Vouchers for Surf Lessons - Manly Surf School,https://manlysurfschool.com/gift-vouchers/,Purchase Gift Vouchers for Surf Lessons - Manly Surf School,Step 2: You will be required to create a profile to generate the gift voucher. ... Surfers Gym · Surfers Compass App. Contact. Contact Us · FAQs · Careers Form.,"""gym"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,mantility.com,Gift Card - Κάρτα Δώρου - Mantility,https://www.mantility.com/el/scarves-gallery/gift-card/,Gift Card - Κάρτα Δώρου - Mantility,"Κάρτα Δώρου · Αν το ποσό της Κάρτας Δώρου δεν συμπληρώσει ολόκληρο το ποσό της παραγγελίας, θα χρειαστεί να πληρώσετε το υπόλοιπο της αγοράς με τους διαθέσιμους ...","""κάρτα δώρου""",4,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,marabika.lt,MARABIKA perfume gift cards,https://marabika.lt/en/gift-cards/,MARABIKA perfume gift cards,MARABIKA perfume gift cards · Gift voucher 20 € · Gift voucher 30 € · Gift voucher 50 €.,"""perfume"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,margaritisoptics.com,MARGARITIS OPTICS gift card,https://www.margaritisoptics.com/products/margaritis-optics-gift-card?srsltid=AfmBOoqGW6u5bHRi8zmB5v9308CGpIXm0zjzo8OlTFTSR-3UKoLO6-Ux,MARGARITIS OPTICS gift card,MARGARITIS OPTICS gift card ... Taxes included. Shipping calculated at checkout. Denominations. €10.00Variant sold out or unavailable,"""optics"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,mariamaiabeauty.com,Mariamaiabeauty,https://mariamaiabeauty.com/products/e-giftcard?srsltid=AfmBOoqi1hgjeH-Kbj6w4Gy0lAd2fURNdcwyhO5kjmCXOvAJ4Yixp_tK,E-GIFT CARD,ÈME Beauty digital gift card - the perfect beauty gift. ÈME Beauty gift ... Currency. Portugal (EUR €). Austria (EUR €); Belgium (EUR €); Czechia (CZK Kč) ...,"""Portugal"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
65,mariechantal.com,Marie-Chantal E,https://www.mariechantal.com/products/marie-chantal-e-gift-voucher?srsltid=AfmBOooUVm1vYWprAC_8wFi-QgleUyARC_Ka5zTCUU-RtUPv4VIXIzLZ,Marie-Chantal E-Gift Voucher,"Perfect for new arrivals, birthdays, christenings and all special occasions.","""Greece"" ""toys"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,mastercardgiftcard.com,Mastercard Gift Card,https://www.mastercardgiftcard.com/,Mastercard Gift Card - Gift Cards & eGift Cards,"Shop Mastercard gift cards and eGift cards online, and find the perfect gift for family & friends or for employees, clients, & customers.","""Glyfada"" ""decor"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,medex.fi,Gift Cards - Medex Beauty Clinic,https://medex.fi/collections/gift-cards?srsltid=AfmBOopCtR2WKDM8p-Xyhd4VgNDQp7f1laRpqWn8-ferXUougURuPcx6,Gift Cards - Medex Beauty Clinic,"over 150 € in Finland, and over 250 € in EU. Spend, save ... Medex Beauty Clinic Gift Card. Gift Cards · AVOIN LAHJAKORTTI / OPEN AMOUNT ...","""Finland"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,millinghotels.dk,Gift card Milling Hotels | Experience Denmark,https://millinghotels.dk/gift-card/?lang=en,Gift card Milling Hotels | Experience Denmark,"Order a gift card for Milling Hotels. The gift card applies to all our hotels throughout Denmark and is the perfect gift for a friend, girlfriend or family!","""Denmark"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,mosaicshop.fr,Gift voucher 10 euro - mosaicshop,https://mosaicshop.fr/en/products/kadobon-10-euro-597,Gift voucher 10 euro - mosaicshop,"Buy Gift voucher 10 euro online for €10.00 at MosaicShop! Your expert for mosaic tiles, tools and supplies.","""tools"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,muni-baby.nl,Muni Baby Gift Voucher,https://muni-baby.nl/en/products/muni-baby-cadeaubonnen?srsltid=AfmBOoqVopG8-9OortnN7vOcWCSdeD-4XBOrYlB2TS50h1z1Pgd90AI6,Muni Baby Gift Voucher,"With the Muni Baby gift voucher you not only give a gift, but the reassurance that parents can choose the best products for their little one. How does it work?","""baby"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,muziker.com,Muziker Gift Voucher (Digital Product),https://www.muziker.com/muziker-gifts-gift-card?srsltid=AfmBOoooVkxundETyP6EeeHmniCQ1u1j4e90iLwLv0YXcE8iWZzTPnvt,Muziker Gift Voucher (Digital Product),Muziker Gift Voucher (Digital Product) United Kingdom. Confirm country Confirm. Gift ideas · FAQ · Muziker Blog · Logo muziker. Music · LP & CD · Merch · Art.,"""music"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
80,my-bagfactory.com,Digital gift voucher MyBagFactory,https://www.my-bagfactory.com/en/products/geschenkgutschein-mybagfactory,Digital gift voucher MyBagFactory,Digital gift voucher MyBagFactory. Bewerten Sie als ... Everything you need to know about our travel bags – from carry-on luggage to care instructions.,"""luggage"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
85,naild.de,Gift voucher for Press on Nails (10-50€) ❤️ NAILD,https://www.naild.de/en/products/press-on-nails-geschenkgutschein?srsltid=AfmBOooUMVbKE4_vsMABrdf28mpOOXk_hq2HjnnPSep1oWbYP3hEiSky,Gift voucher for Press on Nails (10-50€) ❤️ NAILD,Digital gift voucher for Press on Nails & all other products in our online shops ✨ 10 - 50 € ✊ quick & easy ✔️ Give away now!,"""nails"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
100,needlesports.com,The Needle Sports Gift Voucher,https://www.needlesports.com/Information/Gift-Vouchers/The-Needle-Sports-Gift-Voucher-NSP,The Needle Sports Gift Voucher,Can't decide what to get for the Outdoor Enthusiast in your life? A Needle Sports Gift Voucher takes the stress of deciding what to buy away!,"""sports"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card,MANUAL_REVIEW,foreign_or_unclear_market_relevance
